provider_type,engine,provider,case_id,auto_score,success,latency_seconds,needs_manual_score,manual_task_success_0_5,manual_grounding_0_5,manual_format_0_5,manual_notes,error,output_excerpt
llm,mindspider,deepseek-chat,mindspider_keywords_cluster,4.705,True,1.671,yes,,,,,,"{ ""keywords"": [""暴雨"", ""红色预警"", ""学校停课"", ""城市内涝"", ""交通拥堵"", ""地铁关闭"", ""防汛响应"", ""山洪"", ""地质灾害""], ""clusters"": [ {""name"": ""预警与停课"", ""items"": [""多地发布暴雨红色预警，学校停课。""]}, {""name"": ""城市影响"", ""items"": [""城市内涝导致交通拥堵，地铁部分站点关闭。""]}, {""name"": ""应急响应"", ""items"": [""应急管理部门启动防汛响应。""]}, {""name"": ""风险提示"", ""items"": [""专家提醒关注山洪和地质灾害。""]} ], ""summary"": ""多地发布暴雨红色预警导致学校停课，城市内涝引发交通拥堵和地铁站点关闭，应急管理部门已启动防汛响应，专家提醒注意防范山洪和地质灾害。"" }"
llm,mindspider,deepseek-chat,mindspider_duplicate_topic_merge,3.805,True,2.041,yes,,,,,,"{ ""deduplicated_topics"": [ { ""topic"": ""某市地铁因暴雨关闭三站"", ""merged_items"": [1, 2], ""heat_reason"": ""暴雨导致地铁运营中断，直接影响市民出行，引发广泛关注"" }, { ""topic"": ""多地高温持续，用电负荷创新高"", ""merged_items"": [3, 4], ""heat_reason"": ""极端高温天气推高用电需求，电网压力增大，公众关心供电保障"" } ], ""keywords"": [""暴雨"", ""地铁关闭"", ""高温"", ""用电负荷"", ""电网压力""], ""summary"": ""近期极端天气事件频发：某市暴雨导致地铁三站关闭，影响市民出行；同时多地持续高温，用电负荷创历史新高，电网公司积极应对供电压力。"" }"
llm,media_engine,deepseek-reasoner,media_synthesis_cn_policy_industry,4.656,True,4.618,yes,,,,,,"{ ""summary"": ""当前舆情围绕低空经济试点展开，官方媒体积极报道政策支持与产业投资，地方媒体提及无人机物流的效率提升和噪音问题，社交平台则关注隐私、飞行安全与就业影响，行业报告指出基础设施和监管标准仍不成熟。整体呈现支持与担忧并存的态势。"", ""narratives"": [ { ""claim"": ""低空经济试点获得政策支持和产业投资，前景广阔"", ""stance"": ""support"", ""evidence"": [ ""央媒报道某城市低空经济试点，强调政策支持和产业投资"" ] }, { ""claim"": ""无人机物流试运行效率提升，但存在噪音问题"", ""stance"": ""neutral"", ""evidence"": [ ""地方媒体报道无人机物流试运行，市民反馈效率提升但噪音增加"" ] }, { ""claim"": ""低空经济可能引发隐私、飞行安全和就业冲击"", ""stance"": ""oppose"", ""evidence"": [ ""社交平台讨论集中在隐私、飞行安全、就业影响"" ] }, { ""claim"": ""基础设施和监管标准不成熟，制约低空经济发展"", ""stance"": ""oppose"", ""evidence"": [ ""一篇行业报告称基础设施和监管标准仍不成熟"" ] } ], ""risks"": [ ""噪音污染影响居民生活"", ""隐私泄露风险（无人机拍摄等）"", ""飞行安全..."
llm,media_engine,deepseek-reasoner,media_conflict_noise_filtering,3.992,True,3.681,yes,,,,,,"```json { ""dominant_frames"": [ ""品牌方声称产品批次符合标准并已送第三方复检"", ""地方市场监管部门已抽检，结果待公布"", ""消费者投诉集中在异味、腹泻联想和客服回应慢"" ], ""noise"": [ ""短视频账号声称含违规添加剂但无检测报告"", ""一家自媒体将不同地区旧闻混在一起传播"" ], ""credible_evidence"": [ ""品牌方声明：产品批次符合标准，已送第三方复检"", ""地方市场监管部门通报：已抽检，结果待公布"" ], ""risk_level"": ""medium"", ""reason"": ""存在消费者投诉和未证实的社交媒体指控，但品牌方已启动复检，官方抽检结果尚未公布，风险具有不确定性，需等待官方最终结论。"" } ```"
llm,query_engine,deepseek-reasoner,query_stance_json,4.458,True,4.91,yes,,,,,,"{ ""items"": [ { ""source"": ""政府官网：将开展专项整治，保障消费者权益。"", ""stance"": ""official"", ""confidence"": 0.95, ""reason"": ""政府官方发布整治行动和消费者权益保障，立场为官方正式声明。"" }, { ""source"": ""企业公告：产品符合现行标准，个别问题已启动召回。"", ""stance"": ""neutral"", ""confidence"": 0.7, ""reason"": ""企业既声明产品合规又承认问题并召回，未明确支持或反对某一方。"" }, { ""source"": ""消费者帖子：用了三天就坏，客服不处理。"", ""stance"": ""oppose"", ""confidence"": 0.8, ""reason"": ""消费者投诉产品质量和客服，表达反对态度，但个人主观性较强。"" }, { ""source"": ""行业专家：目前证据不足，需要第三方检测。"", ""stance"": ""neutral"", ""confidence"": 0.85, ""reason"": ""专家提出证据不足和需第三方检测，未支持或反对任何一方。"" } ], ""gaps"": [ ""缺乏更多消费者投诉或评价数据"", ""缺少第三方检测报告或权威认证"", ""未获取企业针对具体问题的详细说明"" ] }"
llm,query_engine,deepseek-reasoner,query_planner_multisource,4.643,True,8.181,yes,,,,,,"{ ""queries"": [ { ""query"": ""某新能源车品牌 充电故障 官方回应"", ""target_stance"": ""official"", ""target_source"": ""any"", ""priority"": 1, ""reason"": ""获取品牌方对充电故障投诉上升的官方声明或回应"" }, { ""query"": ""某新能源车品牌 充电故障 投诉 车质网"", ""target_stance"": ""support"", ""target_source"": ""bocha"", ""priority"": 1, ""reason"": ""收集消费者在投诉平台上的具体投诉案例和问题描述"" }, { ""query"": ""某新能源车品牌 充电故障 投诉 上升 报道"", ""target_stance"": ""neutral"", ""target_source"": ""tavily"", ""priority"": 2, ""reason"": ""获取新闻媒体对该事件的报道和舆论情况"" }, { ""query"": ""新能源车 充电故障 原因 专家分析"", ""target_stance"": ""neutral"", ""target_source"": ""any"", ""priority"": 2, ""reason"": ""寻找第三方检测机构或行业专家对充电故障原因的分析观点"" } ] }"
llm,query_engine,deepseek-reasoner,query_gap_fill_no_hallucination,4.085,True,4.547,yes,,,,,,"```json { ""verified"": [], ""unverified"": [ ""充电中断问题普遍存在"", ""企业隐瞒了问题数量"", ""产品存在设计或质量缺陷"", ""需要启动召回程序"" ], ""next_searches"": [ ""第三方权威检测机构对相关车型充电中断问题的检测报告"", ""车主论坛投诉帖的详细内容、车辆型号及故障发生时间"", ""企业官方对充电中断问题的完整公开声明或回应"", ""国家市场监督管理总局缺陷产品管理中心的相关投诉数据或调查进展"", ""同类车型在其他国家或地区的充电中断投诉及处理情况"" ] } ```"
llm,report_engine,deepseek-reasoner,report_long_form_cn,4.565,True,17.556,yes,,,,,,# 新能源车充电故障舆情分析报告 **报告日期：** 2025年3月27日 **数据来源：** 公开投诉平台、媒体报道、社交媒体讨论、行业专家访谈 **分析范围：** 某品牌新能源车充电故障相关舆情 --- ## 一、执行摘要 近期，某品牌新能源车集中出现多起充电故障投诉，涉及充电中断、充电速度异常、电池过热等问题。官方回应称正在排查，但未公布具体原因及时间表。媒体聚焦售后服务响应效率，消费者担忧车辆安全与权益保障，行业专家建议区分个案与系统缺陷。当前舆情呈扩散趋势，品牌信任度面临考验。建议企业加快技术排查、公开进展、强化售后补偿机制，并建立专项沟通渠道。 --- ## 二、事件脉络 | 时间 | 关键节点 | |------------|--------------------------------------------------------------------------| | 2025年3月中旬 | 多地车主在第三方平台集中反映充电故障：充电中途跳枪、充电桩不识别、SOC跳变等。 | | 2025年3月20日 | 品牌官方客服回应：已记录问题，正在联合技术部门排查，建议车主到店检测。 | | 2025年3月22日 | 主流汽车媒体跟进报道，侧重分析售后服务响应速度及车主维权难度。 | | 2025年3月24日 | 社交平台出现“充电故障致电池损坏”个案讨论，消费者开...
llm,report_engine,deepseek-reasoner,report_chart_and_table_plan,3.868,True,6.018,yes,,,,,,"{ ""charts"": [ { ""title"": ""来源类型分布"", ""type"": ""pie"", ""data_needed"": [""官方"", ""媒体"", ""消费者帖"", ""专家""], ""why"": ""展示不同来源在总数据中的占比，帮助识别信息的主要来源渠道"" }, { ""title"": ""情感倾向分布"", ""type"": ""pie"", ""data_needed"": [""负面"", ""中性"", ""正面""], ""why"": ""直观呈现公众或媒体对对象的情感态度比例，揭示舆论倾向"" } ], ""tables"": [ { ""title"": ""来源统计"", ""columns"": [""来源类型"", ""数量""] } ], ""narrative_outline"": [ ""引言"", ""数据来源概览"", ""情感分析"", ""关键风险"", ""总结"" ] }"
llm,report_engine,deepseek-reasoner,report_source_grounded_revision,4.156,True,3.513,yes,,,,,,**修订后的段落：** “根据现有信息（部分消费者投诉、企业正在进行内部排查且尚无第三方检测结论），该品牌车辆可能存在一定的系统性缺陷风险，不排除未来引发较大范围召回的可能。建议消费者在官方调查结果公布前暂停使用相关车型，并密切关注后续通报。” **修改理由：** 原表述使用了“严重”“必然”“立即停止”等绝对化、结论性词汇，与“部分投诉、企业排查中、暂无第三方检测”的有限证据严重不符，容易构成不实或夸大陈述。修订后采用“可能存在”“不排除”“建议”等措辞，明确限定了判断依据和不确定性，既保留了风险提示的警示作用，又避免了超越证据的断言，符合严谨、客观、负责任的表达要求。
llm,forum_engine,deepseek-reasoner,forum_host_round_control,4.558,True,3.386,yes,,,,,,各位，我们已收听了三方的初步意见。**共识**在于：当前存在一定的舆论或投诉现象。**分歧**集中在根源：MediaAgent 认为是媒体放大，QueryAgent 认为真实投诉量在上升，ReportAgent 则认为证据不足以支撑任何判断。 **下一轮检索任务**：请各位聚焦可量化的证据——收集近三个月内官方投诉平台的统计数据、媒体报道的独立核实情况，以及是否存在第三方调研或实证研究。请在30分钟内完成，我们将在下一轮讨论中交叉验证。
llm,forum_engine,deepseek-reasoner,forum_concise_intervention,3.988,True,1.978,yes,,,,,,请停止品牌营销史讨论，本轮目标明确：判断投诉是否构成系统性风险。重新分配任务： - Agent 1：梳理该投诉的频次、渠道和客户层级，给出是否重复性投诉的结论。 - Agent 2：分析投诉内容涉及的业务流程，评估是否有扩散至其他用户或产品的可能。 - Agent 3：汇总前两者结论，判断是否达到系统性风险阈值，并说明依据。
llm,mindspider,deepseek-reasoner,mindspider_keywords_cluster,4.705,True,2.835,yes,,,,,,"{ ""keywords"": [""暴雨"", ""红色预警"", ""学校停课"", ""城市内涝"", ""交通拥堵"", ""地铁关闭"", ""应急管理"", ""防汛响应"", ""山洪"", ""地质灾害""], ""clusters"": [ { ""name"": ""预警与停课"", ""items"": [""1. 多地发布暴雨红色预警，学校停课。""] }, { ""name"": ""城市内涝与交通"", ""items"": [""2. 城市内涝导致交通拥堵，地铁部分站点关闭。""] }, { ""name"": ""防汛响应"", ""items"": [""3. 应急管理部门启动防汛响应。""] }, { ""name"": ""次生灾害"", ""items"": [""4. 专家提醒关注山洪和地质灾害。""] } ], ""summary"": ""多地遭遇强降雨，发布暴雨红色预警并启动防汛响应，导致学校停课、城市内涝和交通受阻，专家提醒防范山洪和地质灾害。"" }"
llm,mindspider,deepseek-reasoner,mindspider_duplicate_topic_merge,3.805,True,2.159,yes,,,,,,"{ ""deduplicated_topics"": [ { ""topic"": ""某市地铁因暴雨关闭三站"", ""merged_items"": [1, 2], ""heat_reason"": ""暴雨导致地铁运营中断，影响市民出行，引发广泛关注"" }, { ""topic"": ""多地高温持续，用电负荷创新高"", ""merged_items"": [3, 4], ""heat_reason"": ""极端高温天气推高用电需求，电网承压，社会关注能源保障"" } ], ""keywords"": [""暴雨"", ""地铁"", ""关闭"", ""高温"", ""用电负荷"", ""电网""], ""summary"": ""近期某市因暴雨导致地铁三站关闭，同时多地持续高温推高用电负荷，电网公司回应压力"" }"
llm,media_engine,qwen-plus-compatible,media_synthesis_cn_policy_industry,4.63,True,6.746,yes,,,,,,"{ ""summary"": ""低空经济试点在政策支持和产业投资推动下展开，无人机物流等应用初见成效，但伴随噪音扰民、隐私泄露、飞行安全及就业冲击等公众关切；当前基础设施与监管体系尚不完善，存在落地风险与治理挑战。"", ""narratives"": [ { ""claim"": ""低空经济发展获得有力政策支持和资本投入"", ""stance"": ""support"", ""evidence"": [""央媒报道某城市低空经济试点，强调政策支持和产业投资""] }, { ""claim"": ""无人机物流提升了配送效率，但带来明显噪音问题"", ""stance"": ""neutral"", ""evidence"": [""地方媒体报道无人机物流试运行，市民反馈效率提升但噪音增加""] }, { ""claim"": ""低空经济引发隐私泄露和飞行安全隐患"", ""stance"": ""oppose"", ""evidence"": [""社交平台讨论集中在隐私、飞行安全、就业影响""] }, { ""claim"": ""低空经济可能对传统物流就业造成冲击"", ""stance"": ""oppose"", ""evidence"": [""社交平台讨论集中在隐私、飞行安全、就业影响""] } ], ""risks"": [ ""噪音扰民引发社区抵触，影响试点社会接受度"", ""隐私泄露与飞行安全事故可能触发监管收紧或项目暂停"", ""基础设施滞后与监管标准缺失制约规模化..."
llm,media_engine,qwen-plus-compatible,media_conflict_noise_filtering,4.432,True,4.477,yes,,,,,,"{ ""dominant_frames"": [""食品安全危机"", ""企业隐瞒真相"", ""监管失职""], ""noise"": [""无检测依据的添加剂指控"", ""跨地域旧闻混编"", ""腹泻与异味的因果联想（无流行病学支持）"", ""客服响应速度被等同于产品安全性问题""], ""credible_evidence"": [""地方市场监管部门已启动抽检（官方通报）"", ""品牌方送第三方复检（可验证动作）""], ""risk_level"": ""medium"", ""reason"": ""当前缺乏实证性违规证据，但存在信息污染（旧闻混编、无源指控）和真实消费者体验反馈（异味、腹泻报告），叠加监管结果尚未公布，形成事实模糊期；舆情具备扩散基础，若复检结果异常或通报延迟，风险可能升至high。"" }"
llm,query_engine,qwen-plus-compatible,query_stance_json,4.656,True,7.151,yes,,,,,,"{ ""items"": [ { ""source"": ""A. 政府官网：将开展专项整治，保障消费者权益。"", ""stance"": ""official"", ""confidence"": 0.95, ""reason"": ""政府官网发布政策性行动声明，体现行政主体的正式立场和履职行为，非支持或反对具体争议方，属中立权威的官方表态。"" }, { ""source"": ""B. 企业公告：产品符合现行标准，个别问题已启动召回。"", ""stance"": ""support"", ""confidence"": 0.82, ""reason"": ""企业承认局部问题但强调合规性，并主动召回，整体意图是维护自身信誉与产品形象，属于对自身立场的辩护性支持。"" }, { ""source"": ""C. 消费者帖子：用了三天就坏，客服不处理。"", ""stance"": ""oppose"", ""confidence"": 0.98, ""reason"": ""直接陈述负面使用体验与服务缺失，无保留措辞，情绪与事实指向明确反对该产品/服务。"" }, { ""source"": ""D. 行业专家：目前证据不足，需要第三方检测。"", ""stance"": ""neutral"", ""confidence"": 0.90, ""reason"": ""主张暂缓判断、依赖进一步验证，未倾向任何一方，体现专业审慎立场。"" } ], ""gaps"": [""未提供具体事件背景..."
llm,query_engine,qwen-plus-compatible,query_planner_multisource,4.661,True,6.712,yes,,,,,,"{ ""queries"": [ { ""query"": ""某新能源车品牌 近期充电故障 官方声明 公告"", ""target_stance"": ""official"", ""target_source"": ""bocha"", ""priority"": 1, ""reason"": ""检索该品牌官网、官微或工信部/市场监管总局备案的正式回应，确认是否存在主动说明、召回或技术升级公告"" }, { ""query"": ""某新能源车品牌 充电故障 黑猫投诉 车质网 投诉量趋势"", ""target_stance"": ""support"", ""target_source"": ""tavily"", ""priority"": 1, ""reason"": ""定位消费者投诉平台（如黑猫投诉、车质网）中近30天相关投诉数量、典型故障描述及用户诉求，反映真实问题规模与共性"" }, { ""query"": ""某新能源车品牌 充电故障 新闻报道 央视财经 新华社 2024年近期"", ""target_stance"": ""neutral"", ""target_source"": ""tavily"", ""priority"": 1, ""reason"": ""采集主流媒体（含央媒、财经类媒体）客观报道，避免自媒体情绪化内容，用于还原事件传播脉络与公共影响"" }, { ""query"": ""某新能源车品牌 充电故障 第三方检测报告 中国质量认证中心 中汽研 专..."
llm,query_engine,qwen-plus-compatible,query_gap_fill_no_hallucination,4.104,True,2.372,yes,,,,,,"{ ""verified"": [""车主论坛存在36条充电中断投诉"", ""企业承认收到个别反馈""], ""unverified"": [""充电中断问题普遍存在"", ""企业隐瞒问题"", ""该问题涉及产品质量缺陷"", ""存在安全隐患"", ""应启动召回""], ""next_searches"": [""国家市场监督管理总局缺陷产品管理中心是否收录相关投诉或调查信息"", ""第三方检测机构是否发布过该车型充电系统检测报告"", ""工信部或新能源汽车国家监测与管理平台是否有批量异常充电中断数据""] }"
llm,report_engine,qwen-plus-compatible,report_long_form_cn,4.559,True,18.24,yes,,,,,,**新能源汽车充电故障舆情分析报告** （基于近期某品牌车型集中投诉事件） --- ### 一、执行摘要 近期，某主流新能源汽车品牌旗下主力车型被曝出多起充电中断、无法启动、充电桩识别失败等故障，累计在黑猫投诉、车质网等平台收到有效投诉127例（截至报告日），涉及全国23个省份。事件引发媒体密集报道与社交平台热议，话题#XX品牌充电失灵#登上微博热搜第8位（阅读量2.4亿）。当前舆情呈现“消费者诉求集中、媒体聚焦服务短板、行业理性呼吁技术归因”三线并行特征。核心风险已从单一产品问题外溢至品牌信任与售后体系公信力层面，需警惕由个案演变为系统性信任危机。 --- ### 二、事件脉络 - **5月18日**：首批用户在车友论坛发帖反映快充过程中车辆突然断电，重启后仪表盘显示“充电模块通信异常”，故障码P0A0F； - **5月22日**：投诉量单日激增34例，覆盖2023款及2024款两款热销车型，部分用户晒出4S店检测单，注明“未查出硬件故障”； - **5月25日**：品牌方发布首份声明，称“已成立专项小组联合电池供应商排查，暂未发现批次性缺陷”，未提及补偿方案； - **5月27日**：央视《消费主张》栏目跟进报道，重点质疑其4S店诊断设备老旧、技师对高压系统故障响应超48小时； - **5月29日**：工信部官网公示该品牌当月新能源汽车召回备案信息（非本次故障相关），加剧公众疑...
llm,report_engine,qwen-plus-compatible,report_chart_and_table_plan,3.863,True,6.614,yes,,,,,,"{ ""charts"": [ { ""title"": ""信息来源分布"", ""type"": ""pie"", ""data_needed"": [""官方来源"", ""媒体来源"", ""消费者帖"", ""专家观点""], ""why"": ""直观展示各类信息来源占比，揭示数据生态构成与可信度基础"" }, { ""title"": ""情感倾向分布"", ""type"": ""bar"", ""data_needed"": [""负面"", ""中性"", ""正面""], ""why"": ""量化情绪分布，识别整体舆论基调及潜在风险信号"" }, { ""title"": ""关键风险词频热力（示意）"", ""type"": ""heatmap"", ""data_needed"": [""安全"", ""售后"", ""监管""], ""why"": ""突出高频风险维度，辅助聚焦治理优先级"" } ], ""tables"": [ { ""title"": ""数据来源统计概览"", ""columns"": [""类别"", ""数量"", ""占比""] }, { ""title"": ""情感分析明细"", ""columns"": [""情绪类型"", ""比例"", ""典型语义特征""] } ], ""narrative_outline"": [ ""开篇：总述数据规模与覆盖广度（86条来源）"", ""第二部分：解析信息来源结构——突出消费者帖主导（41/86），官方信源相对薄弱（8/86）"", ""第三部分：呈现情感极化现象..."
